724,Volume Controls,Auditory,N/A,70
725,Subtitles,Auditory,N/A,70
726,Controller Customization,Fine motor,N/A,70
727,Partial,Fine motor,N/A,70
728,Sticks,Fine motor,N/A,70
729,Buttons,Fine motor,N/A,70
730,Save Progress,General,N/A,71
731,Tutorials,General,N/A,71
732,Difficulty Options,General,N/A,71
733,Fixed Save Points,General,N/A,71
734,Volume Controls,Auditory,N/A,71
735,Subtitles,Auditory,N/A,71
736,Resizable,Auditory,N/A,71
737,Contrast Settings,Visual,N/A,71
738,Change Button Holds To Toggles,Fine motor,N/A,71
739,Change Repeated Taps,Fine motor,N/A,71
740,Quick-Time Events (QTEs),Fine motor,N/A,71
741,Controller Customization,Fine motor,N/A,71
742,Partial,Fine motor,N/A,71
743,Sticks,Fine motor,N/A,71
744,Buttons,Fine motor,N/A,71
745,Pause Gameplay,General,N/A,72
746,Save Progress,General,N/A,72
747,Tutorials,General,N/A,72
748,Difficulty Options,General,N/A,72
749,Fixed Save Points,General,N/A,72
750,Volume Controls,Auditory,N/A,72
751,Subtitles,Auditory,N/A,72
752,Resizable,Auditory,N/A,72
753,Background,Auditory,N/A,72
754,Contrast Settings,Visual,N/A,72
755,Change Button Holds To Toggles,Fine motor,N/A,72
756,Change Repeated Taps,Fine motor,N/A,72
757,Quick-Time Events (QTEs),Fine motor,N/A,72
758,Controller Customization,Fine motor,N/A,72
759,Partial,Fine motor,N/A,72
760,Sticks,Fine motor,N/A,72
761,Buttons,Fine motor,N/A,72
762,Pause Gameplay,General,N/A,73
763,Save Progress,General,N/A,73
764,Tutorials,General,N/A,73
765,Difficulty Options,General,N/A,73
766,Volume Controls,Auditory,N/A,73
767,Subtitles,Auditory,N/A,73
768,Contrast Settings,Visual,N/A,73
769,Controller Customization,Fine motor,N/A,73
770,Partial,Fine motor,N/A,73
771,Sticks,Fine motor,N/A,73
772,Buttons,Fine motor,N/A,73
773,Pause Gameplay,General,N/A,74
774,Save Progress,General,N/A,74
775,Tutorials,General,N/A,74
776,Fixed Save Points,General,N/A,74
777,Contrast Settings,Visual,N/A,74
778,Pause Gameplay,General,N/A,75
779,Save Progress,General,N/A,75
780,Dedicated Accessibility Menu,General,N/A,75
781,Tutorials,General,N/A,75
782,Difficulty Options,General,N/A,75
783,Volume Controls,Auditory,N/A,75
784,Subtitles,Auditory,N/A,75
785,Adjustable Interface Text,Visual,N/A,75
786,Narrator,Visual,N/A,75
787,Controller Customization,Fine motor,N/A,75
788,Pause Gameplay,General,N/A,76
789,Save Progress,General,N/A,76
790,Tutorials,General,N/A,76
791,Difficulty Options,General,N/A,76
792,Fixed Save Points,General,N/A,76
793,Volume Controls,Auditory,N/A,76
794,Subtitles,Auditory,N/A,76
795,Contrast Settings,Visual,N/A,76
796,Controller Customization,Fine motor,N/A,76
797,Partial,Fine motor,N/A,76
798,Sticks,Fine motor,N/A,76
799,Buttons,Fine motor,N/A,76
800,Pause Gameplay,General,N/A,77
801,Save Progress,General,N/A,77
802,Tutorials,General,N/A,77
803,Difficulty Options,General,N/A,77
804,Fixed Save Points,General,N/A,77
805,Volume Controls,Auditory,N/A,77
806,Subtitles,Auditory,N/A,77
807,Contrast Settings,Visual,N/A,77
808,Controller Customization,Fine motor,N/A,77
809,Partial,Fine motor,N/A,77
810,Sticks,Fine motor,N/A,77
811,Buttons,Fine motor,N/A,77
812,Pause Gameplay,General,N/A,78
813,Save Progress,General,N/A,78
814,Tutorials,General,N/A,78
815,Difficulty Options,General,N/A,78
816,Volume Controls,Auditory,N/A,78
817,Subtitles,Auditory,N/A,78
818,Pause Gameplay,General,N/A,79
819,Save Progress,General,N/A,79
820,Tutorials,General,N/A,79
821,Difficulty Options,General,N/A,79
822,Volume Controls,Auditory,N/A,79
823,Subtitles,Auditory,N/A,79
824,Pause Gameplay,General,N/A,80
825,Save Progress,General,N/A,80
826,Tutorials,General,N/A,80
827,Difficulty Options,General,N/A,80
828,Volume Controls,Auditory,N/A,80
829,Subtitles,Auditory,N/A,80
830,Pause Gameplay,General,N/A,81
831,Save Progress,General,N/A,81
832,Tutorials,General,N/A,81
833,Difficulty Options,General,N/A,81
834,Volume Controls,Auditory,N/A,81
835,Subtitles,Auditory,N/A,81
836,Pause Gameplay,General,N/A,82
837,Save Progress,General,N/A,82
838,Tutorials,General,N/A,82
839,Difficulty Options,General,N/A,82
840,Volume Controls,Auditory,N/A,82
841,Subtitles,Auditory,N/A,82
842,Customize HUD Color Scheme,Color,N/A,82
843,Pause Gameplay,General,N/A,83
844,Save Progress,General,N/A,83
845,Difficulty Options,General,N/A,83
846,Volume Controls,Auditory,N/A,83
847,Subtitles,Auditory,N/A,83
848,Customize HUD Color Scheme,Color,N/A,83
849,Pause Gameplay,General,N/A,84
850,Save Progress,General,N/A,84
851,Tutorials,General,N/A,84
852,Difficulty Options,General,N/A,84
853,Volume Controls,Auditory,N/A,84
854,Subtitles,Auditory,N/A,84
855,Contrast Settings,Visual,N/A,84
856,Narrator,Visual,N/A,84
857,Colorblind Filters,Color,N/A,84
858,Controller Customization,Fine motor,N/A,84
859,Partial,Fine motor,N/A,84
860,Buttons,Fine motor,N/A,84
861,Pause Gameplay,General,N/A,85
862,Save Progress,General,N/A,85
863,Dedicated Accessibility Menu,General,N/A,85
864,Tutorials,General,N/A,85
865,Difficulty Options,General,N/A,85
866,Fixed Save Points,General,N/A,85
867,Volume Controls,Auditory,N/A,85
868,Contrast Settings,Visual,N/A,85
869,Colorblind Filters,Color,N/A,85
870,Internet Connection Required,General,N/A,86
871,Multiplayer Only,General,N/A,86
872,Save Progress,General,N/A,86
873,Volume Controls,Auditory,N/A,86
874,Contrast Settings,Visual,N/A,86
875,Controller Customization,Fine motor,N/A,86
876,Partial,Fine motor,N/A,86
877,Buttons,Fine motor,N/A,86
878,Pause Gameplay,General,N/A,87
879,Save Progress,General,N/A,87
880,Tutorials,General,N/A,87
881,Difficulty Options,General,N/A,87
882,Fixed Save Points,General,N/A,87
883,Volume Controls,Auditory,N/A,87
884,Subtitles,Auditory,N/A,87
885,Pause Gameplay,General,N/A,88
886,Save Progress,General,N/A,88
887,Tutorials,General,N/A,88
888,Difficulty Options,General,N/A,88
889,Fixed Save Points,General,N/A,88
890,Volume Controls,Auditory,N/A,88
891,Subtitles,Auditory,N/A,88
892,Controller Customization,Fine motor,N/A,88
893,Partial,Fine motor,N/A,88
894,Sticks,Fine motor,N/A,88
895,Buttons,Fine motor,N/A,88
896,Internet Connection Required,General,N/A,89
897,Multiplayer Only,General,N/A,89
898,Save Progress,General,N/A,89
899,Tutorials,General,N/A,89
900,Fixed Save Points,General,N/A,89
901,Volume Controls,Auditory,N/A,89
902,Subtitles,Auditory,N/A,89
903,Contrast Settings,Visual,N/A,89
904,Pause Gameplay,General,N/A,90
905,Save Progress,General,N/A,90
906,Tutorials,General,N/A,90
907,Fixed Save Points,General,N/A,90
908,Volume Controls,Auditory,N/A,90
909,Subtitles,Auditory,N/A,90
910,Change Button Holds To Toggles,Fine motor,N/A,90
911,Quick-Time Events (QTEs),Fine motor,N/A,90
912,Controller Customization,Fine motor,N/A,90
913,Partial,Fine motor,N/A,90
914,Sticks,Fine motor,N/A,90
915,Buttons,Fine motor,N/A,90
916,Pause Gameplay,General,N/A,91
917,Save Progress,General,N/A,91
918,Dedicated Accessibility Menu,General,N/A,91
919,Tutorials,General,N/A,91
920,Difficulty Options,General,N/A,91
921,Fixed Save Points,General,N/A,91
922,Volume Controls,Auditory,N/A,91
923,Narrator,Visual,N/A,91
924,Colorblind Filters,Color,N/A,91
925,Controller Customization,Fine motor,N/A,91
926,Partial,Fine motor,N/A,91
927,Sticks,Fine motor,N/A,91
928,Pause Gameplay,General,N/A,92
929,Dedicated Accessibility Menu,General,N/A,92
930,Tutorials,General,N/A,92
931,Difficulty Options,General,N/A,92
932,Volume Controls,Auditory,N/A,92
933,Contrast Settings,Visual,N/A,92
934,Narrator,Visual,N/A,92
935,Colorblind Filters,Color,N/A,92
936,Controller Customization,Fine motor,N/A,92
937,Partial,Fine motor,N/A,92
938,Sticks,Fine motor,N/A,92
939,Buttons,Fine motor,N/A,92
940,Save Progress,General,N/A,93
941,Tutorials,General,N/A,93
942,Difficulty Options,General,N/A,93
943,Volume Controls,Auditory,N/A,93
944,Contrast Settings,Visual,N/A,93
945,Pause Gameplay,General,N/A,94
946,Save Progress,General,N/A,94
947,Tutorials,General,N/A,94
948,Difficulty Options,General,N/A,94
949,Fixed Save Points,General,N/A,94
950,Volume Controls,Auditory,N/A,94
951,Subtitles,Auditory,N/A,94
952,Contrast Settings,Visual,N/A,94
953,Pause Gameplay,General,N/A,95
954,Save Progress,General,N/A,95
955,Tutorials,General,N/A,95
956,Difficulty Options,General,N/A,95
957,Volume Controls,Auditory,N/A,95
958,Pause Gameplay,General,N/A,96
959,Save Progress,General,N/A,96
960,Tutorials,General,N/A,96
961,Volume Controls,Auditory,N/A,96
962,Subtitles,Auditory,N/A,96
963,Internet Connection Required,General,N/A,97
964,Multiplayer Only,General,N/A,97
965,Tutorials,General,N/A,97
966,Volume Controls,Auditory,N/A,97
967,Subtitles,Auditory,N/A,97
968,Contrast Settings,Visual,N/A,97
969,Customize HUD Color Scheme,Color,N/A,97
970,Colorblind Filters,Color,N/A,97
971,Change Button Holds To Toggles,Fine motor,N/A,97
972,Controller Customization,Fine motor,N/A,97
973,Partial,Fine motor,N/A,97
974,Sticks,Fine motor,N/A,97
975,Buttons,Fine motor,N/A,97
976,Pause Gameplay,General,N/A,98
977,Save Progress,General,N/A,98
978,Tutorials,General,N/A,98
979,Subtitles,Auditory,N/A,98
980,Contrast Settings,Visual,N/A,98
981,Pause Gameplay,General,N/A,99
982,Save Progress,General,N/A,99
983,Tutorials,General,N/A,99
984,Subtitles,Auditory,N/A,99
985,Contrast Settings,Visual,N/A,99
986,Pause Gameplay,General,N/A,100
987,Save Progress,General,N/A,100
988,Tutorials,General,N/A,100
989,Difficulty Options,General,N/A,100
990,Fixed Save Points,General,N/A,100
991,Subtitles,Auditory,N/A,100
992,Contrast Settings,Visual,N/A,100
993,Controller Customization,Fine motor,N/A,100
994,Partial,Fine motor,N/A,100
995,Sticks,Fine motor,N/A,100
996,Buttons,Fine motor,N/A,100
997,Pause Gameplay,General,N/A,101
998,Save Progress,General,N/A,101
999,Tutorials,General,N/A,101
1000,Difficulty Options,General,N/A,101
1001,Fixed Save Points,General,N/A,101
1002,Subtitles,Auditory,N/A,101
1003,Save Progress,General,N/A,102
1004,Tutorials,General,N/A,102
1005,Fixed Save Points,General,N/A,102
1006,Save Progress,General,N/A,103
1007,Tutorials,General,N/A,103
1008,Fixed Save Points,General,N/A,103
1009,Volume Controls,Auditory,N/A,103
1010,Contrast Settings,Visual,N/A,103
1011,Narrator,Visual,N/A,103
1012,Colorblind Filters,Color,N/A,103
1013,Controller Customization,Fine motor,N/A,103
1014,Partial,Fine motor,N/A,103
1015,Sticks,Fine motor,N/A,103
1016,Buttons,Fine motor,N/A,103
1017,Internet Connection Required,General,N/A,104
1018,Save Progress,General,N/A,104
1019,Difficulty Options,General,N/A,104
1020,Fixed Save Points,General,N/A,104
1021,Volume Controls,Auditory,N/A,104
1022,Subtitles,Auditory,N/A,104
1023,Controller Customization,Fine motor,N/A,104
1024,Partial,Fine motor,N/A,104
1025,Sticks,Fine motor,N/A,104
1026,Save Progress,General,N/A,105
1027,Tutorials,General,N/A,105
1028,Subtitles,Auditory,N/A,105
1029,Pause Gameplay,General,N/A,106
1030,Save Progress,General,N/A,106
1031,Tutorials,General,N/A,106
1032,Volume Controls,Auditory,N/A,106
1033,Subtitles,Auditory,N/A,106
1034,Save Progress,General,N/A,107
1035,Tutorials,General,N/A,107
1036,Fixed Save Points,General,N/A,107
1037,Subtitles,Auditory,N/A,107
1038,Internet Connection Required,General,N/A,108
1039,Multiplayer Only,General,N/A,108
1040,Save Progress,General,N/A,108
1041,Tutorials,General,N/A,108
1042,Volume Controls,Auditory,N/A,108
1043,Subtitles,Auditory,N/A,108
1044,Resizable,Auditory,N/A,108
1045,Background,Auditory,N/A,108
1046,Contrast Settings,Visual,N/A,108
1047,Change Button Holds To Toggles,Fine motor,N/A,108
1048,Controller Customization,Fine motor,N/A,108
1049,Partial,Fine motor,N/A,108
1050,Keyboard Rebinding,Fine motor,N/A,108
1051,Mouse Rebinding,Fine motor,N/A,108
1052,Sticks,Fine motor,N/A,108
1053,Buttons,Fine motor,N/A,108
1054,Pause Gameplay,General,N/A,109
1055,Save Progress,General,N/A,109
1056,Dedicated Accessibility Menu,General,N/A,109
1057,Tutorials,General,N/A,109
1058,Difficulty Options,General,N/A,109
1059,Fixed Save Points,General,N/A,109
1060,Volume Controls,Auditory,N/A,109
1061,Subtitles,Auditory,N/A,109
1062,Resizable,Auditory,N/A,109
1063,Contrast Settings,Visual,N/A,109
1064,Colorblind Filters,Color,N/A,109
1065,Change Button Holds To Toggles,Fine motor,N/A,109
1066,Controller Customization,Fine motor,N/A,109
1067,Pause Gameplay,General,N/A,110
1068,Internet Connection Required,General,N/A,110
1069,Save Progress,General,N/A,110
1070,Tutorials,General,N/A,110
1071,Difficulty Options,General,N/A,110
1072,Contrast Settings,Visual,N/A,110
1073,Keyboard Rebinding,Fine motor,N/A,110
1074,Mouse Rebinding,Fine motor,N/A,110
1075,Pause Gameplay,General,N/A,111
1076,Save Progress,General,N/A,111
1077,Tutorials,General,N/A,111
1078,Difficulty Options,General,N/A,111
1079,Volume Controls,Auditory,N/A,111
1080,Subtitles,Auditory,N/A,111
1081,Contrast Settings,Visual,N/A,111
1082,Change Button Holds To Toggles,Fine motor,N/A,111
1083,Controller Customization,Fine motor,N/A,111
1084,Partial,Fine motor,N/A,111
1085,Keyboard Rebinding,Fine motor,N/A,111
1086,Mouse Rebinding,Fine motor,N/A,111
1087,Sticks,Fine motor,N/A,111
1088,Buttons,Fine motor,N/A,111
1089,Pause Gameplay,General,N/A,112
1090,Save Progress,General,N/A,112
1091,Difficulty Options,General,N/A,112
1092,Volume Controls,Auditory,N/A,112
1093,Contrast Settings,Visual,N/A,112
1094,Adjustable Interface Text,Visual,N/A,112
1095,Customize HUD Color Scheme,Color,N/A,112
1096,Required Motion Controls,Fine motor,N/A,112
1097,Controller Customization,Fine motor,N/A,112
1098,Partial,Fine motor,N/A,112
1099,Keyboard Rebinding,Fine motor,N/A,112
1100,Sticks,Fine motor,N/A,112
1101,Buttons,Fine motor,N/A,112
1102,Pause Gameplay,General,N/A,113
1103,Save Progress,General,N/A,113
1104,Tutorials,General,N/A,113
1105,Difficulty Options,General,N/A,113
1106,Volume Controls,Auditory,N/A,113
1107,Subtitles,Auditory,N/A,113
1108,Pause Gameplay,General,N/A,114
1109,Save Progress,General,N/A,114
1110,Tutorials,General,N/A,114
1111,Difficulty Options,General,N/A,114
1112,Fixed Save Points,General,N/A,114
1113,Volume Controls,Auditory,N/A,114
1114,Subtitles,Auditory,N/A,114
1115,Resizable,Auditory,N/A,114
1116,Background,Auditory,N/A,114
1117,Contrast Settings,Visual,N/A,114
1118,Customize HUD Color Scheme,Color,N/A,114
1119,Change Button Holds To Toggles,Fine motor,N/A,114
1120,Controller Customization,Fine motor,N/A,114
1121,Partial,Fine motor,N/A,114
1122,Sticks,Fine motor,N/A,114
1123,Buttons,Fine motor,N/A,114
1124,Pause Gameplay,General,N/A,115
1125,Save Progress,General,N/A,115
1126,Dedicated Accessibility Menu,General,N/A,115
1127,Tutorials,General,N/A,115
1128,Volume Controls,Auditory,N/A,115
1129,Subtitles,Auditory,N/A,115
1130,Contrast Settings,Visual,N/A,115
1131,Customize HUD Color Scheme,Color,N/A,115
1132,Colorblind Filters,Color,N/A,115
1133,Change Repeated Taps,Fine motor,N/A,115
1134,Controller Customization,Fine motor,N/A,115
1135,Partial,Fine motor,N/A,115
1136,Sticks,Fine motor,N/A,115
1137,Buttons,Fine motor,N/A,115
1138,Pause Gameplay,General,N/A,116
1139,Save Progress,General,N/A,116
1140,Tutorials,General,N/A,116
1141,Difficulty Options,General,N/A,116
1142,Fixed Save Points,General,N/A,116
1143,Volume Controls,Auditory,N/A,116
1144,Subtitles,Auditory,N/A,116
1145,Contrast Settings,Visual,N/A,116
1146,Adjustable Interface Text,Visual,N/A,116
1147,Customize HUD Color Scheme,Color,N/A,116
1148,Controller Customization,Fine motor,N/A,116
1149,Partial,Fine motor,N/A,116
1150,Sticks,Fine motor,N/A,116
1151,Buttons,Fine motor,N/A,116
1152,Pause Gameplay,General,N/A,117
1153,Save Progress,General,N/A,117
1154,Tutorials,General,N/A,117
1155,Difficulty Options,General,N/A,117
1156,Fixed Save Points,General,N/A,117
1157,Volume Controls,Auditory,N/A,117
1158,Subtitles,Auditory,N/A,117
1159,Contrast Settings,Visual,N/A,117
1160,Adjustable Interface Text,Visual,N/A,117
1161,Customize HUD Color Scheme,Color,N/A,117
1162,Change Button Holds To Toggles,Fine motor,N/A,117
1163,Quick-Time Events (QTEs),Fine motor,N/A,117
1164,Controller Customization,Fine motor,N/A,117
1165,Partial,Fine motor,N/A,117
1166,Keyboard Rebinding,Fine motor,N/A,117
1167,Mouse Rebinding,Fine motor,N/A,117
1168,Sticks,Fine motor,N/A,117
1169,Buttons,Fine motor,N/A,117
1170,Pause Gameplay,General,N/A,118
1171,Save Progress,General,N/A,118
1172,Tutorials,General,N/A,118
1173,Volume Controls,Auditory,N/A,118
1174,Subtitles,Auditory,N/A,118
1175,Resizable,Auditory,N/A,118
1176,Background,Auditory,N/A,118
1177,Contrast Settings,Visual,N/A,118
1178,Customize HUD Color Scheme,Color,N/A,118
1179,Colorblind Filters,Color,N/A,118
1180,Change Button Holds To Toggles,Fine motor,N/A,118
1181,Controller Customization,Fine motor,N/A,118
1182,Pause Gameplay,General,N/A,119
1183,Save Progress,General,N/A,119
1184,Tutorials,General,N/A,119
1185,Difficulty Options,General,N/A,119
1186,Volume Controls,Auditory,N/A,119
1187,Contrast Settings,Visual,N/A,119
1188,Pause Gameplay,General,N/A,120
1189,Save Progress,General,N/A,120
1190,Tutorials,General,N/A,120
1191,Fixed Save Points,General,N/A,120
1192,Volume Controls,Auditory,N/A,120
1193,Subtitles,Auditory,N/A,120
1194,Resizable,Auditory,N/A,120
1195,Contrast Settings,Visual,N/A,120
1196,Internet Connection Required,General,N/A,121
1197,Multiplayer Only,General,N/A,121
1198,Save Progress,General,N/A,121
1199,Dedicated Accessibility Menu,General,N/A,121
1200,Tutorials,General,N/A,121
1201,Fixed Save Points,General,N/A,121
1202,Volume Controls,Auditory,N/A,121
1203,Subtitles,Auditory,N/A,121
1204,Contrast Settings,Visual,N/A,121
1205,Narrator,Visual,N/A,121
1206,Colorblind Filters,Color,N/A,121
1207,Change Button Holds To Toggles,Fine motor,N/A,121
1208,Controller Customization,Fine motor,N/A,121
1209,Pause Gameplay,General,N/A,122
1210,Save Progress,General,N/A,122
1211,Dedicated Accessibility Menu,General,N/A,122
1212,Tutorials,General,N/A,122
1213,Difficulty Options,General,N/A,122
1214,Volume Controls,Auditory,N/A,122
1215,Customize HUD Color Scheme,Color,N/A,122
1216,Change Button Holds To Toggles,Fine motor,N/A,122
1217,Change Repeated Taps,Fine motor,N/A,122
1218,Quick-Time Events (QTEs),Fine motor,N/A,122
1219,Controller Customization,Fine motor,N/A,122
1220,Keyboard Rebinding,Fine motor,N/A,122
1221,Mouse Rebinding,Fine motor,N/A,122
1222,Pause Gameplay,General,N/A,123
1223,Save Progress,General,N/A,123
1224,Tutorials,General,N/A,123
1225,Difficulty Options,General,N/A,123
1226,Fixed Save Points,General,N/A,123
1227,Volume Controls,Auditory,N/A,123
1228,Contrast Settings,Visual,N/A,123
1229,Controller Customization,Fine motor,N/A,123
1230,Partial,Fine motor,N/A,123
1231,Sticks,Fine motor,N/A,123
1232,Buttons,Fine motor,N/A,123
1233,Pause Gameplay,General,N/A,124
1234,Save Progress,General,N/A,124
1235,Dedicated Accessibility Menu,General,N/A,124
1236,Tutorials,General,N/A,124
1237,Difficulty Options,General,N/A,124
1238,Fixed Save Points,General,N/A,124
1239,Volume Controls,Auditory,N/A,124
1240,Subtitles,Auditory,N/A,124
1241,Contrast Settings,Visual,N/A,124
1242,Customize HUD Color Scheme,Color,N/A,124
1243,Change Button Holds To Toggles,Fine motor,N/A,124
1244,Change Repeated Taps,Fine motor,N/A,124
1245,Controller Customization,Fine motor,N/A,124
1246,Sticks,Fine motor,N/A,124
1247,Buttons,Fine motor,N/A,124
1248,Pause Gameplay,General,N/A,125
1249,Save Progress,General,N/A,125
1250,Tutorials,General,N/A,125
1251,Difficulty Options,General,N/A,125
1252,Fixed Save Points,General,N/A,125
1253,Volume Controls,Auditory,N/A,125
1254,Subtitles,Auditory,N/A,125
1255,Contrast Settings,Visual,N/A,125
1256,Customize HUD Color Scheme,Color,N/A,125
1257,Colorblind Filters,Color,N/A,125
1258,Change Button Holds To Toggles,Fine motor,N/A,125
1259,Controller Customization,Fine motor,N/A,125
1260,Keyboard Rebinding,Fine motor,N/A,125
1261,Mouse Rebinding,Fine motor,N/A,125
1262,Pause Gameplay,General,N/A,126
1263,Save Progress,General,N/A,126
1264,Dedicated Accessibility Menu,General,N/A,126
1265,Tutorials,General,N/A,126
1266,Difficulty Options,General,N/A,126
1267,Fixed Save Points,General,N/A,126
1268,Volume Controls,Auditory,N/A,126
1269,Subtitles,Auditory,N/A,126
1270,Resizable,Auditory,N/A,126
1271,Background,Auditory,N/A,126
1272,Contrast Settings,Visual,N/A,126
1273,Narrator,Visual,N/A,126
1274,Colorblind Filters,Color,N/A,126
1275,Change Button Holds To Toggles,Fine motor,N/A,126
1276,Controller Customization,Fine motor,N/A,126
1277,Partial,Fine motor,N/A,126
1278,Keyboard Rebinding,Fine motor,N/A,126
1279,Mouse Rebinding,Fine motor,N/A,126
1280,Sticks,Fine motor,N/A,126
1281,Buttons,Fine motor,N/A,126
1282,Pause Gameplay,General,N/A,127
1283,Tutorials,General,N/A,127
1284,Difficulty Options,General,N/A,127
1285,Volume Controls,Auditory,N/A,127
1286,Subtitles,Auditory,N/A,127
1287,Contrast Settings,Visual,N/A,127
1288,Colorblind Filters,Color,N/A,127
1289,Change Button Holds To Toggles,Fine motor,N/A,127
1290,Partial,Fine motor,N/A,127
1291,Keyboard Rebinding,Fine motor,N/A,127
1292,Mouse Rebinding,Fine motor,N/A,127
1293,Sticks,Fine motor,N/A,127
1294,Save Progress,General,N/A,128
1295,Dedicated Accessibility Menu,General,N/A,128
1296,Tutorials,General,N/A,128
1297,Difficulty Options,General,N/A,128
1298,Fixed Save Points,General,N/A,128
1299,Volume Controls,Auditory,N/A,128
1300,Subtitles,Auditory,N/A,128
1301,Contrast Settings,Visual,N/A,128
1302,Change Repeated Taps,Fine motor,N/A,128
1303,Quick-Time Events (QTEs),Fine motor,N/A,128
1304,Controller Customization,Fine motor,N/A,128
1305,Partial,Fine motor,N/A,128
1306,Sticks,Fine motor,N/A,128
1307,Save Progress,General,N/A,129
1308,Pause Gameplay,General,N/A,130
1309,Save Progress,General,N/A,130
1310,Tutorials,General,N/A,130
1311,Volume Controls,Auditory,N/A,130
1312,Subtitles,Auditory,N/A,130
1313,Contrast Settings,Visual,N/A,130
1314,Keyboard Rebinding,Fine motor,N/A,130
1315,Mouse Rebinding,Fine motor,N/A,130
1316,Pause Gameplay,General,N/A,131
1317,Save Progress,General,N/A,131
1318,Fixed Save Points,General,N/A,131
1319,Subtitles,Auditory,N/A,131
1320,Pause Gameplay,General,N/A,132
1321,Save Progress,General,N/A,132
1322,Tutorials,General,N/A,132
1323,Fixed Save Points,General,N/A,132
1324,Subtitles,Auditory,N/A,132
1325,Pause Gameplay,General,N/A,133
1326,Save Progress,General,N/A,133
1327,Tutorials,General,N/A,133
1328,Fixed Save Points,General,N/A,133
1329,Subtitles,Auditory,N/A,133
1330,Pause Gameplay,General,N/A,134
1331,Save Progress,General,N/A,134
1332,Tutorials,General,N/A,134
1333,Fixed Save Points,General,N/A,134
1334,Subtitles,Auditory,N/A,134
1335,Save Progress,General,N/A,135
1336,Difficulty Options,General,N/A,135
1337,Customize HUD Color Scheme,Color,N/A,135
1338,Controller Customization,Fine motor,N/A,135
1339,Partial,Fine motor,N/A,135
1340,Sticks,Fine motor,N/A,135
1341,Buttons,Fine motor,N/A,135
1342,Save Progress,General,N/A,136
1343,Difficulty Options,General,N/A,136
1344,Customize HUD Color Scheme,Color,N/A,136
1345,Controller Customization,Fine motor,N/A,136
1346,Partial,Fine motor,N/A,136
1347,Sticks,Fine motor,N/A,136
1348,Buttons,Fine motor,N/A,136
1349,Pause Gameplay,General,N/A,137
1350,Save Progress,General,N/A,137
1351,Tutorials,General,N/A,137
1352,Volume Controls,Auditory,N/A,137
1353,Controller Customization,Fine motor,N/A,137
1354,Pause Gameplay,General,N/A,138
1355,Save Progress,General,N/A,138
1356,Tutorials,General,N/A,138
1357,Difficulty Options,General,N/A,138
1358,Volume Controls,Auditory,N/A,138
1359,Subtitles,Auditory,N/A,138
1360,Resizable,Auditory,N/A,138
1361,Background,Auditory,N/A,138
1362,Screen Magnifier,Visual,N/A,138
1363,Contrast Settings,Visual,N/A,138
1364,Adjustable Interface Text,Visual,N/A,138
1365,Narrator,Visual,N/A,138
1366,Customize HUD Color Scheme,Color,N/A,138
1367,Colorblind Filters,Color,N/A,138
1368,Change Button Holds To Toggles,Fine motor,N/A,138
1369,Change Repeated Taps,Fine motor,N/A,138
1370,Controller Customization,Fine motor,N/A,138
1371,Partial,Fine motor,N/A,138
1372,Sticks,Fine motor,N/A,138
1373,Buttons,Fine motor,N/A,138
1374,Pause Gameplay,General,N/A,139
1375,Save Progress,General,N/A,139
1376,Tutorials,General,N/A,139
1377,Difficulty Options,General,N/A,139
1378,Volume Controls,Auditory,N/A,139
1379,Subtitles,Auditory,N/A,139
1380,Contrast Settings,Visual,N/A,139
1381,Controller Customization,Fine motor,N/A,139
1382,Partial,Fine motor,N/A,139
1383,Sticks,Fine motor,N/A,139
1384,Buttons,Fine motor,N/A,139
1385,Pause Gameplay,General,N/A,140
1386,Save Progress,General,N/A,140
1387,Tutorials,General,N/A,140
1388,Subtitles,Auditory,N/A,140
1389,Pause Gameplay,General,N/A,141
1390,Save Progress,General,N/A,141
1391,Tutorials,General,N/A,141
1392,Fixed Save Points,General,N/A,141
1393,Subtitles,Auditory,N/A,141
1394,Pause Gameplay,General,N/A,142
1395,Save Progress,General,N/A,142
1396,Tutorials,General,N/A,142
1397,Difficulty Options,General,N/A,142
1398,Volume Controls,Auditory,N/A,142
1399,Subtitles,Auditory,N/A,142
1400,Resizable,Auditory,N/A,142
1401,Contrast Settings,Visual,N/A,142
1402,Adjustable Interface Text,Visual,N/A,142
1403,Controller Customization,Fine motor,N/A,142
1404,Partial,Fine motor,N/A,142
1405,Sticks,Fine motor,N/A,142
1406,Buttons,Fine motor,N/A,142
1407,Pause Gameplay,General,N/A,143
1408,Save Progress,General,N/A,143
1409,Tutorials,General,N/A,143
1410,Difficulty Options,General,N/A,143
1411,Fixed Save Points,General,N/A,143
1412,Volume Controls,Auditory,N/A,143
1413,Contrast Settings,Visual,N/A,143
1414,Internet Connection Required,General,N/A,144
1415,Multiplayer Only,General,N/A,144
1416,Tutorials,General,N/A,144
1417,Volume Controls,Auditory,N/A,144
1418,Subtitles,Auditory,N/A,144
1419,Colorblind Filters,Color,N/A,144
1420,Controller Customization,Fine motor,N/A,144
1421,Partial,Fine motor,N/A,144
1422,Keyboard Rebinding,Fine motor,N/A,144
1423,Mouse Rebinding,Fine motor,N/A,144
1424,Sticks,Fine motor,N/A,144
1425,Buttons,Fine motor,N/A,144
1426,Pause Gameplay,General,N/A,145
1427,Save Progress,General,N/A,145
1428,Tutorials,General,N/A,145
